timestamp,P2
41:12.8,2.3
46:11.9,1.92
51:10.9,2.1
56:10.1,2.2
01:09.2,1.83
06:08.2,1.98
11:07.5,2.47
16:07.1,3.07
21:06.2,2.7
26:05.2,3
31:04.7,2.87
36:04.5,3.27
41:03.8,3.3
46:05.0,3.4
51:04.3,3.07
56:03.5,3.43
01:03.4,4.9
06:02.4,4.97
11:01.5,4.53
16:00.5,4.43
20:58.9,5.77
25:57.3,5.6
30:56.7,4.73
35:56.3,4.43
40:55.6,4.3
45:56.8,5.37
50:56.1,5.47
55:56.1,5.8
00:55.7,5.57
05:54.8,7.23
10:54.0,7
15:53.7,5.97
20:52.7,11.6
25:51.7,13.5
30:51.7,8.03
35:51.6,7
40:52.4,6.37
45:53.3,5.57
50:53.9,6.9
55:53.3,7.37
00:53.8,8.7
05:55.8,10.17
10:56.4,9
15:56.5,7.97
20:57.2,7.13
25:56.8,10.47
30:57.3,8.97
35:56.5,8.53
40:56.2,8.63
45:56.7,8.37
50:55.9,7.3
56:14.0,8.43
01:13.2,9.63
06:14.3,11.12
11:13.5,7.73
16:16.2,11.52
21:17.5,16.95
26:23.5,16.55
31:22.6,16.95
36:21.7,20.45
41:22.1,22
46:21.1,17.67
51:25.1,17.83
56:28.9,19.87
01:27.9,19.87
06:30.3,20.35
11:30.8,17.37
16:34.1,16.55
21:34.0,18.15
26:37.2,16.75
31:36.4,16.33
36:35.3,15.63
41:36.1,19.25
46:35.3,17.08
51:35.1,18.87
56:34.2,21.08
01:34.8,18.9
06:34.4,20.45
11:36.3,20.9
16:36.5,18.08
21:40.4,20.23
26:46.2,21.08
31:45.2,19.8
36:46.3,19.2
41:47.1,17.8
46:46.2,13.05
51:45.4,8.13
56:44.8,7.65
01:44.8,10.77
06:45.2,11.07
11:46.6,12
16:47.1,16.35
21:47.4,13.6
26:46.8,14.1
31:45.9,12.98
36:44.2,15.88
41:43.3,12.52
46:42.4,10.23
51:41.6,11.77
56:40.9,11.82
01:40.1,10.5
06:39.3,10.85
11:38.5,9.7
16:37.6,9.32
21:38.8,8.15
26:37.9,7.57
31:37.7,7.75
36:38.6,7.55
41:38.6,7.87
46:38.6,7.4
51:38.4,7.57
56:37.7,6.57
01:37.1,5.15
06:38.8,5.78
11:39.2,6.47
16:41.1,5.68
21:40.3,5.22
26:39.4,6.8
31:39.3,6.07
36:38.4,5.07
41:38.0,4.22
46:38.9,5.57
51:45.4,6.62
56:44.8,7.82
01:44.8,5.45
06:46.1,5.07
11:45.9,4.9
16:49.9,7.28
21:51.1,6.7
26:55.8,7.4
31:57.5,5.5
36:57.0,3.7
41:56.9,4.5
46:56.9,4.45
51:56.7,8.35
56:55.9,5.85
01:55.7,6.68
06:55.0,5.32
11:54.1,4.35
16:52.5,8.5
21:52.3,3.67
26:53.1,6.03
31:52.1,3.72
36:52.2,4.3
41:52.4,5.32
46:51.5,5.93
51:50.8,5.7
56:50.7,5.6
01:51.2,4.3
06:55.8,6.4
11:55.0,5.68
16:55.0,5.78
21:54.2,5.5
26:53.4,4.6
31:52.5,5.6
36:52.4,9.18
41:51.4,13.55
46:51.5,5.72
51:51.4,3.53
56:50.5,4.95
01:49.9,5.82
06:50.2,4.32
11:52.3,4.9
16:51.3,4.9
21:51.1,4.68
26:50.3,5.1
31:49.3,5.78
36:48.4,4.7
41:48.4,17.6
46:47.6,5.25
51:47.2,3.7
56:47.0,9.52
01:46.9,4.37
06:46.0,4.72
11:45.9,3.6
16:45.0,2.83
21:44.7,3.9
26:44.7,3.4
31:44.6,5
36:43.8,4.47
41:43.0,8.45
46:42.1,7.95
51:41.9,6.65
56:42.1,8.65
01:41.1,11.85
06:40.3,17.83
11:41.1,73.68
16:41.7,20.02
21:41.0,16.25
26:40.6,12.05
31:40.9,9.82
36:40.1,38.7
41:40.2,13.95
46:39.6,9.8
51:40.4,6.12
56:40.3,7.65
01:41.5,8.68
06:40.6,10.57
11:39.8,22.35
16:39.3,19.62
21:39.4,20.05
26:39.5,703.2
31:55.9,32.33
37:31.5,25.73
42:31.2,26.8
47:32.5,20.88
52:33.1,23.27
57:33.1,17.45
02:33.6,22
07:45.4,25.45
12:45.4,23.62
17:45.8,24.05
22:45.9,23.52
27:46.7,19.25
32:47.0,23.55
37:46.6,18.7
42:46.6,16.73
47:46.5,12.52
52:46.3,10
57:51.1,8.15
02:50.6,5.5
07:50.5,5.95
12:51.8,8.73
17:52.5,6.18
22:53.5,6.68
27:55.3,7.1
32:58.2,6.68
37:57.7,15.85
42:56.2,9.5
47:55.3,6.47
52:56.5,6.9
57:57.4,6.8
02:58.4,8.98
07:58.8,11.4
12:58.1,12.7
17:59.2,11.6
22:59.2,11.23
27:58.5,39.67
32:58.5,42.5
37:57.8,28.58
42:57.2,25.23
47:56.3,9.02
52:57.0,5.4
57:56.7,6.18
02:59.4,5.85
08:00.5,6.5
13:27.2,4.95
18:26.9,5.15
23:27.0,3.37
28:28.4,3.92
33:28.9,3.9
38:28.7,3.9
43:27.9,3.8
48:27.1,3.17
53:26.1,4.93
58:25.9,3.42
03:25.2,3.63
08:24.3,4
13:23.4,3.53
18:22.9,3.15
23:22.0,3.6
28:21.1,3.2
33:20.9,3.3
38:19.2,3.37
43:19.1,3.37
48:19.1,3.4
53:18.3,3.4
58:17.4,3.4
03:18.1,3.4
08:17.8,3.7
13:16.2,4.27
18:16.2,4.03
23:16.0,4.8
28:15.3,4.8
33:15.1,4.2
38:14.3,5.6
43:14.0,5.23
48:13.1,5.43
53:13.2,4.4
58:12.7,4.57
03:11.9,4.9
08:10.8,3.67
13:10.1,5.47
18:10.1,4.63
23:09.3,4.83
28:08.5,5.12
33:07.6,4.75
38:06.6,4.1
43:06.6,3.63
48:05.6,3.6
53:04.6,3.5
58:03.6,3.67
03:02.8,4.13
08:02.1,3.63
13:01.1,3.73
18:00.5,4.4
22:59.1,5
27:59.6,5.6
32:58.6,6
37:58.4,4.53
42:58.3,4.3
47:58.0,4.5
52:57.0,4.37
57:56.9,5.17
02:56.0,5.4
07:55.1,4.4
12:54.1,4.7
17:53.1,4.27
22:52.2,5
27:51.9,4.63
32:50.9,4.67
37:50.1,5.03
42:49.4,4.43
47:48.4,4.57
52:47.5,4.6
57:46.5,4.83
02:45.5,4.9
07:46.0,5.4
12:44.5,5.5
17:43.5,5.4
22:43.4,5.83
27:45.0,5.9
32:44.2,5.23
37:43.3,6.6
42:45.3,5.7
47:46.2,6.5
52:45.3,5.5
57:45.7,6
02:45.3,5.8
07:44.4,5.17
12:43.5,6.73
17:42.5,5.87
22:42.1,6.47
27:41.9,7.5
32:41.4,9.13
37:41.5,5.93
42:41.3,6
47:39.7,6.17
52:39.6,5.13
57:38.8,6.03
02:38.7,5.67
07:40.1,5.68
12:39.6,8.63
17:39.1,7.77
22:38.2,7.45
27:37.3,6.32
32:37.3,7.4
37:36.8,15.38
42:37.3,9.4
50:50.7,9.95
56:01.8,8.95
04:47.0,12.23
10:07.0,12.82
15:16.2,13.57
20:21.8,15.57
25:25.5,21.75
30:25.1,20.23
35:28.1,21.12
40:27.5,22.6
45:25.1,24.27
50:24.2,22.27
55:24.9,16.75
00:23.9,15.82
05:23.1,15.75
10:23.2,20.17
15:23.1,21.02
20:22.5,20.15
25:22.4,18.73
30:23.4,21.17
35:26.0,21.6
40:26.7,22.13
45:26.9,21.37
50:27.0,22.48
55:26.6,19.27
00:26.0,17.6
05:35.1,18.58
10:40.1,17.75
15:41.5,30.83
20:41.4,79.2
25:40.9,14.82
30:40.1,13.27
35:40.4,11.7
40:42.2,10.35
45:41.9,11.45
50:41.6,21.65
55:51.6,8.95
00:53.8,9.68
05:53.5,21.9
10:54.6,6.97
15:56.6,6.93
20:56.3,7.32
25:56.1,6
30:56.8,5.22
35:57.8,5.75
40:57.4,5.2
45:57.8,6.72
50:57.1,3.95
55:58.5,3.4
00:58.7,3
05:59.0,4.7
10:59.1,3.75
15:58.2,2.85
20:58.1,2.87
25:58.3,5.9
30:57.5,4.65
35:57.0,5.18
40:57.8,2.53
45:57.0,3.53
50:59.6,3.03
56:06.9,2.12
01:06.4,2.42
06:06.8,2.17
11:06.9,2.95
16:05.5,3.5
21:04.8,5.53
26:05.8,2.95
31:05.0,5
36:05.9,4.53
41:06.0,2.33
46:07.2,9.2
51:06.7,4.25
56:08.6,3.67
01:15.3,3.22
06:21.4,2.7
11:22.5,4.9
16:28.4,5.75
21:28.2,3.72
26:27.4,4.85
31:28.7,5.15
36:28.8,4.6
41:27.9,5.55
46:27.9,4.3
51:26.4,3.7
56:25.9,4.35
01:27.0,3.9
06:27.4,2.85
11:27.5,2.4
16:28.3,3.47
21:28.7,3.72
26:28.9,2.9
31:28.3,3.1
36:27.6,3.47
41:26.8,3.2
46:40.3,5.55
51:55.8,7.82
56:57.0,8.73
04:42.5,5.3
15:44.3,22.77
20:44.3,12.93
25:43.6,16.3
30:41.9,15.75
35:42.7,17.15
40:44.4,17.73
45:43.6,6.43
50:42.7,15.95
55:41.9,98.68
00:40.2,21.3
05:40.4,45.15
10:40.5,40.03
15:39.6,173.95
20:39.4,33.28
25:38.7,111.32
30:38.1,70.6
35:37.2,34.55
40:36.5,29.4
45:46.0,40.47
50:45.3,19.3
55:44.4,27.65
00:44.6,68.93
05:43.7,36.92
10:44.4,65.15
15:43.5,22.85
20:42.6,25.83
25:42.7,27.83
30:42.7,24.33
35:41.9,20.83
40:41.3,14.15
45:42.0,16.75
50:41.2,15.65
55:39.6,9.85
00:41.2,11.43
05:41.9,21.08
10:41.3,21.08
15:41.0,22.05
20:42.6,18.05
25:42.0,15.25
30:42.0,13.93
35:41.1,13.18
40:41.0,11
45:41.2,17.05
50:40.3,10.38
55:39.7,12.15
00:39.7,15.7
05:38.9,29.37
10:38.3,22.2
15:37.6,17.45
20:36.7,15.38
25:36.8,13.93
30:36.1,10.82
35:36.2,9.3
40:36.6,8.25
45:36.0,9.8
50:35.2,13.35
55:34.9,14.85
00:35.1,21.25
05:35.4,24.85
10:35.4,15.15
15:35.5,12.6
20:45.6,12.18
25:49.5,13.68
30:53.4,23.45
35:54.3,21.75
40:55.8,17.8
45:57.9,15.55
50:57.9,15
55:59.8,9.63
01:01.3,7.28
06:02.3,5.95
11:01.5,6.28
16:00.2,5.97
20:56.8,5.93
25:55.4,5.6
30:53.8,5.35
35:53.0,4.87
40:52.4,4.43
45:51.5,3.92
50:49.8,4.6
55:48.9,4.1
00:48.7,4.43
05:48.0,4.22
10:47.2,4.97
15:46.4,4.1
20:44.7,4.07
25:44.4,4.57
30:44.3,3.73
35:42.8,3.9
40:41.9,4.37
45:40.9,4.47
50:40.1,4.22
55:39.4,4.7
00:38.4,4.28
10:56.8,5.1
15:56.0,5.03
20:55.2,5.3
25:54.4,5.1
30:52.7,4.9
35:51.9,5.03
40:57.4,4.5
46:06.8,4.3
51:10.6,5.63
56:08.9,6.27
01:08.0,5.3
06:07.8,5
11:06.8,5.57
16:06.7,5.5
21:05.7,4.57
26:04.7,5.4
31:03.8,5.03
36:03.7,5.13
41:02.8,5.2
46:02.5,5.03
51:02.3,4.7
56:01.3,4.93
01:00.4,4.73
05:59.6,4.43
10:58.7,5.9
15:58.6,5.47
20:57.6,6.23
25:56.8,6
30:55.8,7.03
35:55.1,6.63
40:54.1,7.83
45:53.1,6.57
50:52.2,5.7
55:50.7,5.83
00:49.7,5.63
05:49.1,5.27
10:49.3,5.33
15:49.3,4.8
20:49.1,5.4
25:48.1,5.47
30:47.2,5.47
35:46.4,6.73
40:45.7,8.3
45:45.2,8.67
50:44.3,8.5
55:43.4,7.6
00:42.5,7.03
05:41.5,6.5
10:40.0,6.73
15:39.1,7.2
20:38.2,6.67
25:37.4,6.8
30:35.8,7.3
35:34.8,7.57
40:33.9,7.13
45:34.2,7.23
50:33.3,9.9
55:33.4,8.3
00:32.8,8.9
05:31.9,7.1
10:31.9,7.4
15:31.8,7.47
20:31.8,7.37
25:32.8,7.5
30:31.9,10.37
35:32.9,8.77
40:31.4,7.83
45:30.4,8.77
50:30.1,8.57
55:29.2,7.7
00:29.0,9.83
05:29.5,8.67
10:28.6,9.57
15:29.9,8.67
20:28.1,8.6
25:27.2,7.5
30:27.4,7
35:27.4,6.5
40:26.8,8.07
45:26.0,6.7
50:25.2,7.83
55:30.5,7.67
00:45.4,7.83
05:47.0,6.73
10:46.1,7.5
15:47.7,7.1
20:46.8,7.7
25:46.8,5.13
30:49.1,5.8
35:52.5,5.37
40:55.1,6.57
45:54.8,6
50:55.2,6.33
55:56.2,6.83
00:56.4,6.27
06:02.5,17.8
11:04.4,18.37
16:04.5,22.73
21:04.2,9.02
26:11.2,9.1
31:10.7,7.93
36:11.2,8
41:12.0,7.43
46:11.1,9.05
51:10.4,8.77
56:09.4,8.93
01:09.3,8.38
06:13.3,8.23
11:28.3,8
16:33.8,7.37
21:36.7,7.9
26:35.8,6.22
31:56.5,5.05
37:36.4,6.25
42:38.2,5.95
47:46.0,6.87
53:03.5,5.93
58:02.7,4.8
03:01.8,5.1
08:01.0,4.75
13:00.3,6.35
18:00.4,4.47
23:00.3,5.3
27:59.5,4.3
32:58.7,4.87
37:57.9,5.37
42:57.0,5.72
47:56.0,4.32
52:56.0,4.15
57:56.0,3.95
02:55.1,4.6
07:54.4,7.22
12:54.2,5.57
17:53.9,4.75
23:00.1,5.72
28:00.0,5.6
32:59.1,4.87
37:59.4,5.18
42:59.6,6.97
47:58.9,4.97
52:58.8,6.28
57:58.9,6.07
02:58.3,5.7
07:58.9,4.97
12:58.3,6.4
17:57.5,6.03
22:57.0,6.28
27:58.3,5.5
32:58.9,6.22
37:58.4,5.6
42:58.5,5.2
47:57.7,37.4
52:57.1,7.72
57:56.2,14.45
02:55.8,13.07
07:56.3,78.53
12:55.4,8.38
17:58.8,9.73
22:58.9,6.15
27:58.1,5.4
32:57.4,7
38:05.4,7.68
43:09.7,6.93
48:10.2,6.35
53:22.3,15.3
58:38.0,92.45
03:39.3,5.93
08:38.5,8.98
13:38.5,8.18
18:38.6,5.97
23:42.1,6.18
29:05.2,6.85
34:06.3,5.82
41:43.3,5.47
49:32.3,4.82
54:45.7,4.5
00:39.2,4.6
05:58.8,5.7
13:58.2,6.65
19:03.0,4.65
24:18.5,7.7
32:57.0,6.82
37:56.4,5.47
42:55.5,5.15
47:54.7,5.82
52:54.2,5.8
57:54.4,6.28
02:54.2,4.7
07:53.4,6.07
13:01.5,5.93
17:59.9,5
22:59.0,6.45
27:57.3,6.7
32:56.5,6.97
37:56.4,7.78
42:57.8,5.45
47:57.4,4.53
52:59.2,5.57
57:58.5,5.75
02:58.4,7.05
07:57.6,5.7
12:57.7,5.82
17:58.1,6.85
22:57.3,6.95
27:56.5,8.13
32:56.6,7.4
37:55.8,7.18
42:55.0,7.82
47:54.1,8.55
52:55.0,6.18
57:54.3,6.62
02:55.6,7.12
07:56.9,7.6
12:55.6,8.65
17:54.1,8.77
22:53.8,7.82
27:52.9,6.37
32:53.0,7.05
37:52.1,7.6
42:51.3,7.35
47:50.4,6.78
52:51.5,7.25
57:52.0,9.43
02:53.2,10.43
07:55.9,8.88
12:56.8,9.05
17:58.0,9.73
22:57.8,7.82
27:57.0,7.55
35:53.7,8.73
40:54.0,9.5
45:53.5,9.93
50:53.3,9.63
55:53.5,9.43
00:55.4,7.47
05:54.5,6.97
10:55.2,8.23
15:56.4,7.75
20:57.6,8.02
25:59.3,7.87
30:58.6,7.55
35:57.7,9.1
41:04.7,8.15
46:20.9,8.63
51:21.1,7.8
56:32.1,8.38
01:42.1,8.63
06:58.4,7.8
12:05.1,7.47
17:19.7,6.75
22:24.7,7.87
27:36.8,6.72
32:50.7,5.65
38:03.9,5.87
43:06.7,5.3
48:15.9,4.47
53:41.0,4.03
58:56.1,4.6
04:06.8,4.03
09:06.9,3.97
14:06.1,4.1
19:09.1,3.87
24:09.0,3.87
29:09.0,3.77
34:08.0,3.73
39:07.8,3.63
44:06.7,4.17
49:05.8,3.47
54:05.2,3.87
59:05.9,3.8
04:05.1,4.1
09:04.4,3.83
14:02.9,3.97
19:02.0,3.83
24:01.0,3.67
29:00.0,4.07
33:59.1,4.8
38:58.1,4.4
43:57.1,4.43
48:56.2,4.9
53:56.0,4.63
58:57.0,4.87
03:56.1,4.8
08:57.0,5.53
13:56.3,5.9
18:57.2,6
23:56.1,6.2
28:55.2,6.63
33:54.3,7.43
38:59.2,7.33
43:58.3,9
48:56.5,9.93
53:56.5,11.57
58:55.6,8.17
03:54.7,8.3
08:53.7,12.23
13:52.9,9.6
18:51.9,11.03
23:51.0,12.07
28:50.9,9.8
33:51.0,9
38:50.1,12.4
43:49.9,12.73
48:50.7,12.2
53:49.9,8.97
58:48.9,9.33
03:48.3,8.73
08:46.4,8.5
13:44.8,7.9
18:46.0,8.17
23:45.2,7.2
28:44.2,7.2
33:44.4,8
38:44.2,7.87
43:43.2,6.43
48:42.2,6.83
53:41.4,5.97
58:41.1,7.37
03:40.2,6.4
08:42.0,6.9
13:41.0,6.93
18:42.1,6.07
23:41.0,5.43
28:41.8,5.6
33:40.9,6
38:39.9,6.77
43:39.2,6.37
48:40.3,7
53:41.0,6.93
58:40.1,6.87
03:39.2,7.03
08:38.3,7.1
13:37.4,7.3
18:36.6,7.23
23:36.1,6.9
28:37.2,6.57
33:36.3,7.97
38:35.4,8.47
43:34.4,9.67
48:33.7,8.97
53:32.8,8.4
58:32.9,7.37
03:32.0,8.43
08:31.0,9.07
13:30.2,9.33
18:29.5,9.37
23:28.7,13.63
28:27.8,11.13
33:26.1,11
38:33.0,12.03
43:33.9,14
48:33.0,12.43
53:32.2,10.47
58:32.0,11.9
03:31.0,10.97
08:30.9,12.7
13:30.0,11.43
18:28.9,13.1
23:28.3,37.53
28:28.1,14.37
33:27.9,18.57
38:28.0,10.47
43:27.1,12.97
48:26.9,12.67
53:26.2,12.97
58:26.9,12.73
03:26.1,16.37
08:25.4,12.43
13:25.6,11.83
18:24.7,11.4
23:24.1,11.17
28:24.4,12.9
33:23.6,14.37
38:23.4,13.17
43:22.7,13.23
48:22.5,10.47
53:22.3,9
58:23.7,8.87
03:23.1,8.07
08:23.7,6.78
13:23.8,7.6
18:23.6,8.47
23:24.4,7.5
28:23.7,7.6
33:23.5,5.82
38:22.7,7.03
43:21.8,5.47
48:20.9,5.43
53:21.2,5.5
58:20.4,5.12
03:20.2,5.22
08:20.0,5.05
13:19.1,5.12
18:18.9,5.03
23:21.9,5.25
28:22.0,5.05
33:20.3,4.45
38:21.4,4.43
43:20.5,3.95
48:20.2,4.37
53:19.9,5.28
58:19.2,3.87
03:19.3,3.95
08:21.5,3.5
13:20.0,4.28
18:19.1,4.3
23:18.2,4.57
28:18.8,4.3
33:18.7,4.25
38:18.6,4.85
43:17.7,3.95
48:16.8,4.4
53:16.7,4.22
58:16.3,5.47
03:17.2,4.8
08:16.8,4.15
13:17.0,4.68
18:16.3,3.53
23:16.0,4.3
28:15.1,6.07
33:14.1,3.67
38:14.7,3.65
43:14.4,3.6
48:13.8,3.75
53:13.1,3.15
58:14.2,3.6
03:14.3,3.5
08:13.6,3.15
13:18.0,3.67
18:22.4,3.03
23:27.0,8.8
28:26.2,5.3
33:26.7,3.83
38:25.7,5.1
43:24.7,5.68
48:23.0,3.3
53:22.0,3.25
58:22.6,2.62
03:23.7,4
08:22.8,6.75
13:21.9,3.25
18:21.0,5.87
23:20.9,3.5
28:21.0,3.1
33:20.1,3.4
38:19.1,3.4
43:19.1,4.6
48:19.9,3.83
53:19.0,6.03
58:18.8,3.72
03:19.2,3.75
08:19.2,3.75
13:18.6,3.83
18:17.5,3.42
23:15.8,3
28:15.1,3.12
33:13.4,4.12
38:12.5,3.97
43:12.5,3.58
48:11.4,4.9
53:09.6,4.68
58:09.4,3.5
03:09.9,4.25
08:10.0,5.12
13:09.2,4.05
18:08.4,5
23:08.2,5.45
28:07.2,7.5
33:05.6,5.55
38:04.8,6.78
43:04.7,6.8
48:05.4,7.82
53:05.3,7.05
58:05.2,12.32
03:05.2,10
08:04.3,9.02
13:04.2,8.85
18:03.3,7.75
23:03.5,6.72
28:06.4,8.73
33:07.2,7.28
38:23.8,10.57
43:26.0,8.7
48:27.9,6.62
53:26.9,8.25
58:26.4,8.93
03:32.4,10.38
08:31.5,10
13:30.6,7.1
18:29.6,7.03
23:29.3,9.27
28:33.7,8.2
33:38.7,14
38:38.4,10.4
43:37.9,9.38
48:39.6,7.85
53:42.0,8.85
58:43.2,7.4
03:42.7,8.15
08:43.3,7.97
13:46.7,8
18:45.9,7.9
23:45.7,9.32
28:46.0,7.55
33:52.5,10.25
38:53.4,7.43
43:53.7,7.22
48:53.4,7.03
53:55.1,5.93
58:55.2,5.87
03:56.1,5.97
08:56.1,6.9
13:55.6,6.53
18:54.6,5.5
23:55.4,4.62
28:54.5,7.05
33:54.1,5.82
38:53.3,6.43
43:52.5,7.22
48:51.7,5.35
53:51.4,6.53
58:54.8,7.62
03:54.6,5.68
08:54.0,6.2
13:53.7,6.53
18:53.1,5
23:52.2,4.97
28:53.5,4.4
33:52.7,4.97
38:51.9,4.53
43:51.2,5.12
48:50.3,6.4
53:49.5,6.15
58:52.9,5.18
03:55.7,5.9
08:54.8,5.22
14:09.8,6.3
19:11.5,6.25
24:12.7,7.7
29:34.8,8.77
34:42.2,6.85
39:44.3,7.45
45:06.3,7.4
50:08.5,5.43
55:09.9,5.57
00:21.4,6.28
05:32.7,7.03
10:49.7,7.32
15:51.8,8.8
21:00.1,6.9
26:01.7,4.82
31:01.5,3.72
36:02.3,3.3
41:04.8,3.55
46:04.9,3.67
51:03.9,4.1
56:03.0,3.77
01:02.0,5.47
06:02.0,5.62
11:01.0,5.47
16:00.3,4.6
21:00.5,3.87
25:59.6,4.23
31:03.4,4.7
36:02.5,4.6
41:02.4,5.32
46:02.2,4.4
51:02.3,4.3
56:00.8,5.1
00:59.8,4.7
05:58.8,5.2
10:59.4,5.47
15:58.4,4.6
20:57.3,4.6
25:57.1,4.12
30:55.3,4.27
35:54.3,4.47
40:53.4,4.8
45:51.6,4.8
50:50.6,4.7
55:49.7,5
00:48.7,5.27
05:47.1,4.8
10:47.3,4.93
15:45.6,4.8
20:46.3,5
25:45.5,5.33
30:45.3,4.9
35:44.3,4.43
40:44.5,4.23
45:43.6,4.3
50:43.7,4.27
55:42.7,4.67
00:42.5,4.2
05:42.3,4.83
10:43.2,3.9
15:42.9,4.33
20:42.8,4.2
25:44.4,4.53
30:45.0,5.53
35:44.2,4.5
40:43.3,5.03
45:42.3,4.87
50:41.4,4.03
55:40.4,4.83
00:39.4,6.3
05:38.5,9.1
10:38.3,12.13
15:36.8,12.47
20:36.8,14.8
25:36.9,15.97
30:35.9,17.23
35:36.9,13.27
40:36.1,12.33
45:35.2,15.9
50:34.3,15.2
55:32.6,13.97
00:32.4,12.63
05:30.7,12.13
10:29.8,10.3
15:29.7,13.93
20:28.7,24.07
25:28.6,15.2
30:27.6,12.87
35:26.8,13
40:25.9,11.37
45:24.3,11.03
50:22.7,9.93
55:21.7,9.57
00:21.5,10.4
05:20.8,10.8
10:19.8,7.73
15:24.6,9
20:23.9,7.63
25:23.8,8.47
30:30.7,9.23
35:38.1,8.93
40:38.9,10.07
45:38.7,10.23
50:39.7,15.17
55:41.4,13.43
00:40.7,12.13
05:40.5,14.8
10:38.8,16.7
15:38.5,14.5
20:38.9,18.83
25:39.7,17.37
30:38.7,11.83
35:39.5,16.1
40:39.6,19.97
45:39.5,16
50:39.3,13.7
55:38.3,11.53
00:41.0,15.47
05:41.7,13.3
10:42.8,12.8
15:42.2,13.57
26:26.7,12.4
31:26.8,10.97
36:27.8,10.53
41:27.8,10.8
46:27.0,12.07
51:26.8,10.27
56:26.8,10.97
01:26.1,11.7
06:25.4,17.17
11:24.4,27.8
16:24.3,13.93
21:23.3,13.03
26:22.7,10.9
31:23.1,8.3
36:21.4,9
41:20.6,7.93
46:19.8,9.9
51:19.5,8.52
56:18.6,9
01:18.1,10.25
06:17.2,17.45
11:16.4,15.1
16:32.0,15.4
21:30.4,6.4
26:30.2,13.9
31:30.0,5.37
36:29.8,20.98
41:29.6,5.43
46:28.3,7.07
51:26.7,8.75
56:26.5,16.3
01:34.5,6.1
06:34.5,5.7
11:34.5,6.12
16:33.6,5.75
21:33.4,6.07
29:15.2,9.85
34:15.5,9.02
39:14.9,5.95
44:13.9,8.13
49:13.0,6.37
54:13.2,5.78
59:13.1,6.47
04:12.1,5.78
09:15.1,5.47
14:14.3,5.3
19:12.7,4.9
24:12.6,5
29:11.7,4.35
34:10.8,42.22
39:11.4,4.87
44:11.5,5.07
49:10.5,4.97
54:10.1,4.7
59:09.9,5.07
04:09.2,5.22
09:08.8,24.77
14:08.1,6.8
19:07.6,11.98
24:08.4,16.27
29:08.4,6.25
34:09.6,5.45
39:10.1,4.28
44:10.1,4.65
49:09.8,4.5
54:09.0,5.47
59:09.0,4.7
04:08.9,4.07
09:08.0,4.5
14:08.0,4.57
19:07.1,3.97
24:06.9,4.9
29:06.1,4.43
34:06.1,3.72
39:05.2,10.98
44:04.3,8.15
49:03.5,6.82
54:02.6,3.9
59:01.6,4.1
04:01.8,4.18
09:02.4,5.8
14:00.8,4.7
18:59.8,5.3
23:58.9,4.12
28:57.9,4.2
36:50.1,4.7
42:14.2,5.37
47:20.9,4.4
52:26.0,4.43
57:35.2,4.07
02:44.7,5.43
07:49.1,4.22
12:58.2,5.93
17:57.8,5.87
22:56.9,7.1
27:58.0,8.1
33:02.6,12.55
38:02.7,8.15
43:04.5,8.68
48:02.8,6.72
53:02.6,8.25
58:01.7,10.1
03:02.4,7.1
08:13.2,15.35
13:14.0,8.45
18:14.5,8.6
23:15.6,9.98
28:14.9,10.15
33:14.9,7.85
38:14.1,9.05
43:14.2,7.7
48:14.0,9.35
56:33.3,6.53
01:33.3,7.4
06:32.6,7.65
11:35.1,7.75
16:36.7,7.95
21:37.2,8.02
26:37.0,9.35
31:36.1,8.75
36:35.2,9.73
41:34.3,8.3
46:36.1,9.52
51:40.2,9.52
57:05.1,8.02
02:04.2,9.95
07:05.2,8.8
12:06.3,7.6
17:07.3,9.13
22:08.0,7.8
27:13.4,8.07
32:24.0,7.22
37:25.0,7.78
42:29.1,8.18
47:34.6,8.43
52:33.9,8.7
57:33.7,10.35
02:32.9,9.63
07:33.4,8.35
12:33.9,7.3
17:32.2,7.72
22:32.0,7.82
27:31.9,7.72
32:30.9,12.95
37:30.1,8.52
42:30.0,7.65
47:29.1,10.2
52:28.9,9.82
57:29.1,9.7
02:29.2,11.68
07:28.5,12.65
12:31.2,10.15
17:30.2,11.02
22:29.4,9.52
27:28.5,9.13
32:26.9,10.57
37:26.0,9.95
42:25.1,8.7
47:24.5,10.38
52:23.7,10.35
57:23.8,9.35
02:23.8,9.32
07:23.0,9.77
12:22.7,10.18
17:22.0,9.8
22:22.5,9.77
27:21.9,10.15
32:25.3,10.3
37:25.5,10.32
42:25.6,10.77
47:25.5,11.1
52:27.5,10.02
57:37.9,10.32
02:41.3,9.8
07:46.5,9.63
12:49.2,9.55
17:49.1,9.37
22:49.7,9.98
27:48.2,9.95
32:47.6,9.88
37:47.5,10.45
42:45.9,11.77
47:45.2,12.13
52:44.3,12.33
57:43.4,11.48
02:42.8,12.47
07:41.9,12.2
12:45.3,12.23
17:43.6,12.83
22:42.8,13.07
27:41.8,13.7
32:41.0,14.3
37:41.5,13.73
42:40.6,13.47
47:40.8,13.37
52:39.2,13.13
57:38.3,13.1
02:37.4,12.9
07:36.8,13.43
12:36.8,14.1
17:36.8,14.4
22:39.2,14.8
27:41.1,15.4
32:41.3,15.13
37:38.9,14.47
42:38.1,14.7
47:38.0,15.17
52:37.1,15.77
57:36.3,16.5
02:35.5,15.3
07:34.1,16.53
